,SMILE,R_grp_SMILES,Name,Comments,R_grp_BigSMILES
130,Cc1ccc(c2c3nonc3c(c3ccc(c4sc5c(c6sc(CC(CC)CCCC)c(F)c6)c6cc(C)sc6c(c6sc(CC(CC)CCCC)c(F)c6)c5c4)s3)c(OCC(CC)CCCC)c2OCC(CC)CCCC)s1,Cc1ccc(c2c3nonc3c(c3ccc(c4sc5c(c6sc([R4])c(F)c6)c6cc(C)sc6c(c6sc([R4])c(F)c6)c5c4)s3)c(O[R4])c2O[R4])s1,BO2FEH,,{([$])c1ccc(c2c3nonc3c(c3ccc(c4sc5c(c6sc([R4])c(F)c6)c6cc([$])sc6c(c6sc([R4])c(F)c6)c5c4)s3)c(O[R4])c2O[R4])s1}
131,Cc1sc2c(c3sc(CC(CC)CCCC)c4c3OCCO4)c3cc(c4c5sc(C(OCC(CC)CCCC)=O)c(F)c5c(C)s4)sc3c(c3sc(CC(CC)CCCC)c4c3OCCO4)c2c1,Cc1sc2c(c3sc([R4])c4c3OCCO4)c3cc(c4c5sc(C(O[R4])=O)c(F)c5c(C)s4)sc3c(c3sc([R4])c4c3OCCO4)c2c1,PTB-EDOT,,{([$])c1sc2c(c3sc([R4])c4c3OCCO4)c3cc(c4c5sc(C(O[R4])=O)c(F)c5c([$])s4)sc3c(c3sc([R4])c4c3OCCO4)c2c1}
132,Cc1sc2c(c3sc(SCC(CC)CCCC)c4c3OCCO4)c3cc(c4c5sc(C(OCC(CC)CCCC)=O)c(F)c5c(C)s4)sc3c(c3sc(SCC(CC)CCCC)c4c3OCCO4)c2c1,Cc1sc2c(c3sc(S[R4])c4c3OCCO4)c3cc(c4c5sc(C(O[R4])=O)c(F)c5c(C)s4)sc3c(c3sc(S[R4])c4c3OCCO4)c2c1,PTB-EDOTS,,{([$])c1sc2c(c3sc(S[R4])c4c3OCCO4)c3cc(c4c5sc(C(O[R4])=O)c(F)c5c([$])s4)sc3c(c3sc(S[R4])c4c3OCCO4)c2c1}
133,Cc1sc2c(c3ccc(OCC(CCCCCC)CCCCCCCC)cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3ccc(OCC(CCCCCC)CCCCCCCC)cc3)c2c1,Cc1sc2c(c3ccc(O[R1])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3ccc(O[R1])cc3)c2c1,POPB,,{([$])c1sc2c(c3ccc(O[R1])cc3)c3cc(c4ccc(c5sc(c6sc([$])cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3ccc(O[R1])cc3)c2c1}
134,Cc1sc2c(c3cc(F)c(OCC(CCCCCC)CCCCCCCC)c(F)c3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3cc(F)c(OCC(CCCCCC)CCCCCCCC)c(F)c3)c2c1,Cc1sc2c(c3cc(F)c(O[R1])c(F)c3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3cc(F)c(O[R1])c(F)c3)c2c1,PFOPB,,{([$])c1sc2c(c3cc(F)c(O[R1])c(F)c3)c3cc(c4ccc(c5sc(c6sc([$])cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3cc(F)c(O[R1])c(F)c3)c2c1}
135,Cc1sc2c(c3sc(SCC(CC)CCCC)c(F)c3)c3cc(c4cc(C(OSCC(CCCCCC)CCCC)=O)c(c5sc(C)cc5)s4)sc3c(c3sc(SCC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3sc(S[R4])c(F)c3)c3cc(c4cc(C(O[R7])=O)c(c5sc(C)cc5)s4)sc3c(c3sc(S[R4])c(F)c3)c2c1,PBDT-SF-2TC,,{([$])c1sc2c(c3sc(S[R4])c(F)c3)c3cc(c4cc(C(O[R7])=O)c(c5sc([$])cc5)s4)sc3c(c3sc(S[R4])c(F)c3)c2c1}
136,Cc1sc2c(c3sc(CC(CC)CCCC)c(F)c3)c3cc(c4cc(C(OCC(CCCCCC)CCCCCCCC)=O)c(c5sc(C)cc5)s4)sc3c(c3sc(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4cc(C(O[R1])=O)c(c5sc(C)cc5)s4)sc3c(c3sc([R4])c(F)c3)c2c1,PBDT-F-2TC,,{([$])c1sc2c(c3sc([R4])c(F)c3)c3cc(c4cc(C(O[R1])=O)c(c5sc([$])cc5)s4)sc3c(c3sc([R4])c(F)c3)c2c1}
137,CC(CC)CCCCc1sc(c2c3c4sc(C)cc4sc3c(c3sc(CC(CC)CCCC)c(F)c3)c3c4sc(c5ccc(c6sc(c7sc(C)cc7)c7c6C(c6c(CC(CC)CCCC)sc(CC(CC)CCCC)c6C7=O)=O)s5)cc4sc32)cc1F,[R4]c1sc(c2c3c4sc(C)cc4sc3c(c3sc([R4])c(F)c3)c3c4sc(c5ccc(c6sc(c7sc(C)cc7)c7c6C(c6c([R4])sc([R4])c6C7=O)=O)s5)cc4sc32)cc1F,PDBT-F,,{[R4]c1sc(c2c3c4sc([$])cc4sc3c(c3sc([R4])c(F)c3)c3c4sc(c5ccc(c6sc(c7sc([$])cc7)c7c6C(c6c([R4])sc([R4])c6C7=O)=O)s5)cc4sc32)cc1F}
138,CCCCCCCCc1sc(c2c3c4sc(C)cc4sc3c(c3sc(CCCCCCCC)cc3)c3c4sc(c5ccc(c6sc(c7sc(C)cc7)c7c6C(c6c(CC(CC)CCCC)sc(CC(CC)CCCC)c6C7=O)=O)s5)cc4sc32)cc1,[R2]c1sc(c2c3c4sc(C)cc4sc3c(c3sc([R2])cc3)c3c4sc(c5ccc(c6sc(c7sc(C)cc7)c7c6C(c6c([R4])sc([R4])c6C7=O)=O)s5)cc4sc32)cc1,PDBT-T1,,{[R2]c1sc(c2c3c4sc([$])cc4sc3c(c3sc([R2])cc3)c3c4sc(c5ccc(c6sc(c7sc([$])cc7)c7c6C(c6c([R4])sc([R4])c6C7=O)=O)s5)cc4sc32)cc1}
139,Cc1sc2c(c3sc([Si](CCC)(CCC)(CCC))cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3sc([Si](CCC)(CCC)(CCC))cc3)c2c1,Cc1sc2c(c3sc([R3])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R3])cc3)c2c1,PT2,,{([$])c1sc2c(c3sc([R3])cc3)c3cc(c4ccc(c5sc(c6sc([$])cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R3])cc3)c2c1}
140,Cc1oc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1oc2c(c3sc([R4])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R4])cc3)c2c1,PTBFeh-BDD,,{([$])c1oc2c(c3sc([R4])cc3)c3cc(c4ccc(c5sc(c6sc([$])cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R4])cc3)c2c1}
141,Cc1oc2c(c3sc(SSCCCCCCCCCCCC)cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3sc(SSCCCCCCCCCCCC)cc3)c2c1,Cc1oc2c(c3sc(S[R5])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc(S[R5])cc3)c2c1,PTBFSdo-BDD,,{([$])c1oc2c(c3sc(S[R5])cc3)c3cc(c4ccc(c5sc(c6sc([$])cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc(S[R5])cc3)c2c1}
142,Cc1oc2c(c3sc(SCC(CC)CCCC)cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3sc(SCC(CC)CCCC)cc3)c2c1,Cc1oc2c(c3sc(S[R4])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc(S[R4])cc3)c2c1,PTBFSeh-BDD,,{([$])c1oc2c(c3sc(S[R4])cc3)c3cc(c4ccc(c5sc(c6sc([$])cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc(S[R4])cc3)c2c1}
143,Cc1sc2c(c3sc(CC(CC)CCCC)c(F)c3)c3cc(c4cc(C(OSCC(CCCCCC)CCCC)=O)c(c5sc6cc(c7sc(C)cc7C(OSCC(CCCCCC)CCCC)=O)sc6c5)s4)sc3c(c3sc(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4cc(C(O[R7])=O)c(c5sc6cc(c7sc(C)cc7C(O[R7])=O)sc6c5)s4)sc3c(c3sc([R4])c(F)c3)c2c1,2TC-TC-BDTFT,,{([$])c1sc2c(c3sc([R4])c(F)c3)c3cc(c4cc(C(O[R7])=O)c(c5sc6cc(c7sc([$])cc7C(O[R7])=O)sc6c5)s4)sc3c(c3sc([R4])c(F)c3)c2c1}
144,Cc1sc2c(c3sc(CC(CC)CCCC)c(F)c3)c3cc(c4ccc(c5sc6c(C(OSCC(CCCCCC)CCCC)=O)c(c7sc(C)cc7)sc6c5C(OSCC(CCCCCC)CCCC)=O)s4)sc3c(c3sc(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5sc6c(C(O[R7])=O)c(c7sc(C)cc7)sc6c5C(O[R7])=O)s4)sc3c(c3sc([R4])c(F)c3)c2c1,2T-TTC-BDTFT,,{([$])c1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5sc6c(C(O[R7])=O)c(c7sc([$])cc7)sc6c5C(O[R7])=O)s4)sc3c(c3sc([R4])c(F)c3)c2c1}
145,CC(CC)CCCCn1nc2c(c3ccc(C)s3)c(F)c(F)c(c3sc(c4cc(C(OCC(CCCCCC)CCCCCCCC)=O)c(c5sc(c6c(C(OCC(CCCCCC)CCCCCCCC)=O)cc(C)s6)cc5)s4)cc3)c2n1,[R4]n1nc2c(c3ccc(C)s3)c(F)c(F)c(c3sc(c4cc(C(O[R1])=O)c(c5sc(c6c(C(O[R1])=O)cc(C)s6)cc5)s4)cc3)c2n1,PB24-3TDC,,{[R4]n1nc2c(c3ccc([$])s3)c(F)c(F)c(c3sc(c4cc(C(O[R1])=O)c(c5sc(c6c(C(O[R1])=O)cc([$])s6)cc5)s4)cc3)c2n1}
146,CC(CCCCCC)CCCCCCCCn1nc2c(c3ccc(C)s3)c(F)c(F)c(c3sc(c4cc(C(OCC(CCCCCC)CCCCCCCC)=O)c(c5sc(c6c(C(OCC(CCCCCC)CCCCCCCC)=O)cc(C)s6)cc5)s4)cc3)c2n1,[R1]n1nc2c(c3ccc(C)s3)c(F)c(F)c(c3sc(c4cc(C(O[R1])=O)c(c5sc(c6c(C(O[R1])=O)cc(C)s6)cc5)s4)cc3)c2n1,PB68-3TDC,,{[R1]n1nc2c(c3ccc([$])s3)c(F)c(F)c(c3sc(c4cc(C(O[R1])=O)c(c5sc(c6c(C(O[R1])=O)cc([$])s6)cc5)s4)cc3)c2n1}
147,Cc1sc2c(c3sc(CC(CC)CCCC)c(F)c3)c3cc(c4cc(C(CC(CC)CCCC)=O)c(c5sc(c6sc(C)cc6C(CC(CC)CCCC)=O)cc5)s4)sc3c(c3sc(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4cc(C([R4])=O)c(c5sc(c6sc(C)cc6C([R4])=O)cc5)s4)sc3c(c3sc([R4])c(F)c3)c2c1,PBDT-3TCO,,{([$])c1sc2c(c3sc([R4])c(F)c3)c3cc(c4cc(C([R4])=O)c(c5sc(c6sc([$])cc6C([R4])=O)cc5)s4)sc3c(c3sc([R4])c(F)c3)c2c1}
148,Cc1sc2c(c3sc(CC(CC)CCCC)c(F)c3)c3cc(c4cc(CC(CC)CCCC)c(c5sc(c6sc(C)cc6CC(CC)CCCC)cc5)s4)sc3c(c3sc(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4cc([R4])c(c5sc(c6sc(C)cc6[R4])cc5)s4)sc3c(c3sc([R4])c(F)c3)c2c1,PBDT-3T,,{([$])c1sc2c(c3sc([R4])c(F)c3)c3cc(c4cc([R4])c(c5sc(c6sc([$])cc6[R4])cc5)s4)sc3c(c3sc([R4])c(F)c3)c2c1}
149,Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4cc(CCCCCCCCCC)c(c(cc5c6=O)sc5c5sc(c7sc(C)cc7CCCCCCCCCC)cc5c(n6CC(CCCCCC)CCCCCCCC)=O)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4cc([R15])c(c(cc5c6=O)sc5c5sc(c7sc(C)cc7[R15])cc5c(n6[R1])=O)s4)sc3c(c3sc([R4])cc3)c2c1,PBTIBDTT,,{([$])c1sc2c(c3sc([R4])cc3)c3cc(c4cc([R15])c(c(cc5c6=O)sc5c5sc(c7sc([$])cc7[R15])cc5c(n6[R1])=O)s4)sc3c(c3sc([R4])cc3)c2c1}
150,Fc1c(c2sc(c3c(C(OCC(CCCCCCCC)CCCCCCCCCC)=O)cc(C)s3)cc2F)sc(c2c(C(OCC(CCCCCCCC)CCCCCCCCCC)=O)cc(C)s2)c1,Fc1c(c2sc(c3c(C(O[R6])=O)cc(C)s3)cc2F)sc(c2c(C(O[R6])=O)cc(C)s2)c1,PDCBT-2F,,{Fc1c(c2sc(c3c(C(O[R6])=O)cc([$])s3)cc2F)sc(c2c(C(O[R6])=O)cc([$])s2)c1}
151,Cc1ccc(c2c3nsnc3c(c3ccc(c4sc5c(c6sc(CC(CC)CCCC)c(F)c6)c6cc(C)sc6c(c6sc(CC(CC)CCCC)c(F)c6)c5c4)s3)c(OCCCCCCCC)c2OCCCCCCCC)s1,Cc1ccc(c2c3nsnc3c(c3ccc(c4sc5c(c6sc([R4])c(F)c6)c6cc(C)sc6c(c6sc([R4])c(F)c6)c5c4)s3)c(O[R2])c2O[R2])s1,PBT-F,,{([$])c1ccc(c2c3nsnc3c(c3ccc(c4sc5c(c6sc([R4])c(F)c6)c6cc([$])sc6c(c6sc([R4])c(F)c6)c5c4)s3)c(O[R2])c2O[R2])s1}
152,Cc1ccc(c2c3nsnc3c(c3ccc(c4sc5c(c6sc(SCC(CC)CCCC)c(F)c6)c6cc(C)sc6c(c6sc(SCC(CC)CCCC)c(F)c6)c5c4)s3)c(OCCCCCCCC)c2OCCCCCCCC)s1,Cc1ccc(c2c3nsnc3c(c3ccc(c4sc5c(c6sc(S[R4])c(F)c6)c6cc(C)sc6c(c6sc(S[R4])c(F)c6)c5c4)s3)c(O[R2])c2O[R2])s1,PBT-SF,,{([$])c1ccc(c2c3nsnc3c(c3ccc(c4sc5c(c6sc(S[R4])c(F)c6)c6cc([$])sc6c(c6sc(S[R4])c(F)c6)c5c4)s3)c(O[R2])c2O[R2])s1}
153,Cc1sc2c(c3ccc(SCC(CCCCCC)CCCC)cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3ccc(CC(CCCCCCCC)CCCCCCCCCC)cc3)c2c1,Cc1sc2c(c3ccc([R7])cc3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3ccc([R6])cc3)c2c1,PBT1-C,,{([$])c1sc2c(c3ccc([R7])cc3)c3cc(c4ccc(c5sc(c6sc([$])cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3ccc([R6])cc3)c2c1}
154,Cc1ccc(c2c3nn(CC(CCCCCC)CCCCCCCC)nc3c(c3ccc(c4sc5c(c6cc(F)c(CC(CC)CCCC)c(F)c6)c6cc(C)sc6c(c6cc(F)c(CC(CC)CCCC)c(F)c6)c5c4)s3)c(F)c2F)s1,Cc1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6cc(F)c([R4])c(F)c6)c6cc(C)sc6c(c6cc(F)c([R4])c(F)c6)c5c4)s3)c(F)c2F)s1,PTZPF,,{([$])c1ccc(c2c3nn([R1])nc3c(c3ccc(c4sc5c(c6cc(F)c([R4])c(F)c6)c6cc([$])sc6c(c6cc(F)c([R4])c(F)c6)c5c4)s3)c(F)c2F)s1}
155,Cc1sc2c(c3sc(CC(CCCCCC)CCCCCCCC)cc3)c3cc(c4cc(SCC(CCCCCC)CCCC)c(c5sc6nc(c7sc(C)cc7SCC(CCCCCC)CCCC)sc6n5)s4)sc3c(c3sc(CC(CCCCCC)CCCCCCCC)cc3)c2c1,Cc1sc2c(c3sc([R1])cc3)c3cc(c4cc([R7])c(c5sc6nc(c7sc(C)cc7[R7])sc6n5)s4)sc3c(c3sc([R1])cc3)c2c1,PTZI,,{([$])c1sc2c(c3sc([R1])cc3)c3cc(c4cc([R7])c(c5sc6nc(c7sc([$])cc7[R7])sc6n5)s4)sc3c(c3sc([R1])cc3)c2c1}
156,Cc1ccc(c2c3nn(SCC(CCCCCC)CCCC)nc3c(c3ccc(c4sc5c(c6ccc(c7ccc(OCC(CCCCCC)CCCCCCCC)cc7)cc6)c6cc(C)sc6c(c6ccc(c7ccc(OCC(CCCCCC)CCCCCCCC)cc7)cc6)c5c4)s3)c(F)c2F)s1,Cc1ccc(c2c3nn([R7])nc3c(c3ccc(c4sc5c(c6ccc(c7ccc(O[R1])cc7)cc6)c6cc(C)sc6c(c6ccc(c7ccc(O[R1])cc7)cc6)c5c4)s3)c(F)c2F)s1,PBDTTz-BP,,{([$])c1ccc(c2c3nn([R7])nc3c(c3ccc(c4sc5c(c6ccc(c7ccc(O[R1])cc7)cc6)c6cc([$])sc6c(c6ccc(c7ccc(O[R1])cc7)cc6)c5c4)s3)c(F)c2F)s1}
157,Cc1ccc(c2c3nn(SCC(CCCCCC)CCCC)nc3c(c3ccc(c4sc5c(c6cc7ccc(OCC(CCCCCC)CCCCCCCC)cc7cc6)c6cc(C)sc6c(c6cc7ccc(OCC(CCCCCC)CCCCCCCC)cc7cc6)c5c4)s3)c(F)c2F)s1,Cc1ccc(c2c3nn([R7])nc3c(c3ccc(c4sc5c(c6cc7ccc(O[R1])cc7cc6)c6cc(C)sc6c(c6cc7ccc(O[R1])cc7cc6)c5c4)s3)c(F)c2F)s1,PBDTTz-N,,{([$])c1ccc(c2c3nn([R7])nc3c(c3ccc(c4sc5c(c6cc7ccc(O[R1])cc7cc6)c6cc([$])sc6c(c6cc7ccc(O[R1])cc7cc6)c5c4)s3)c(F)c2F)s1}
158,Cc1ccc(c2c3nc(OCC(CCCCCC)CCCCCCCC)cnc3c(C)c(F)c2F)s1,Cc1ccc(c2c3nc(O[R1])cnc3c(C)c(F)c2F)s1,PTQ10,,{([$])c1ccc(c2c3nc(O[R1])cnc3c([$])c(F)c2F)s1}
159,Cc1sc2c(c3sc(CC(CC)CCCC)c(Cl)c3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3sc(CC(CC)CCCC)c(Cl)c3)c2c1,Cc1sc2c(c3sc([R4])c(Cl)c3)c3cc(c4ccc(c5sc(c6sc(C)cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R4])c(Cl)c3)c2c1,PT2,PT2 is a common name -_-,{([$])c1sc2c(c3sc([R4])c(Cl)c3)c3cc(c4ccc(c5sc(c6sc([$])cc6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R4])c(Cl)c3)c2c1}
160,Cc1sc2c(c3sc(CC(CCCCCC)CCCCCCCC)cc3)c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3sc(CC(CCCCCC)CCCCCCCC)cc3)c2c1,Cc1sc2c(c3sc([R1])cc3)c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R1])cc3)c2c1,PBDB-T-BO,,{([$])c1sc2c(c3sc([R1])cc3)c3cc(c4ccc(c5sc(c6ccc([$])s6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R1])cc3)c2c1}
161,Cc1sc2c(c3sc4ccc(B=O)cc4c3)c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3sc4ccc(B=O)cc4c3)c2c1,Cc1sc2c(c3sc4ccc(B=O)cc4c3)c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc4ccc(B=O)cc4c3)c2c1,PBDB-BzT,BO problem,{([$])c1sc2c(c3sc4ccc(B=O)cc4c3)c3cc(c4ccc(c5sc(c6ccc([$])s6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc4ccc(B=O)cc4c3)c2c1}
162,Cc1sc2c(c3sc(CC(CC)CCCC)cc3)c3cc(c4c5sc(C(OCCCCCC)=O)c(F)c5c(C)s4)sc3c(c3sc(CC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(C(O[R14])=O)c(F)c5c(C)s4)sc3c(c3sc([R4])cc3)c2c1,PBTT,,{([$])c1sc2c(c3sc([R4])cc3)c3cc(c4c5sc(C(O[R14])=O)c(F)c5c([$])s4)sc3c(c3sc([R4])cc3)c2c1}
163,Cc1sc2c(c3sc(SCC(CC)CCCC)cc3)c3cc(c4c(SCC(CC)CCCC)cc(c5c6nn(SCC(CCCCCC)CCCC)nc6c(c6cc(SCC(CC)CCCC)c(C)s6)c(F)c5F)s4)sc3c(c3sc(SCC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc(S[R4])cc3)c3cc(c4c(S[R4])cc(c5c6nn([R7])nc6c(c6cc(S[R4])c(C)s6)c(F)c5F)s4)sc3c(c3sc(S[R4])cc3)c2c1,PBZ-TS,,{([$])c1sc2c(c3sc(S[R4])cc3)c3cc(c4c(S[R4])cc(c5c6nn([R7])nc6c(c6cc(S[R4])c([$])s6)c(F)c5F)s4)sc3c(c3sc(S[R4])cc3)c2c1}
164,Cc1sc2c(c3sc(SCC(CC)CCCC)cc3)c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c(SCC(CCCCCC)CCCC)sc(SCC(CCCCCC)CCCC)c5C6=O)=O)s4)sc3c(c3sc(SCC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3sc(S[R4])cc3)c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c([R7])sc([R7])c5C6=O)=O)s4)sc3c(c3sc(S[R4])cc3)c2c1,PBT1-EH,,{([$])c1sc2c(c3sc(S[R4])cc3)c3cc(c4ccc(c5sc(c6ccc([$])s6)c6c5C(c5c([R7])sc([R7])c5C6=O)=O)s4)sc3c(c3sc(S[R4])cc3)c2c1}
165,CC(CC)CCCCc1sc(c2c3cc(C)sc3c(c3sc(CC(CC)CCCC)c(Cl)c3)c3cc(c4ccc(c5c6nn(CC(CCCCCC)CCCCCCCC)nc6c(c6ccc(C)s6)c(F)c5F)s4)sc32)cc1Cl,[R4]c1sc(c2c3cc(C)sc3c(c3sc([R4])c(Cl)c3)c3cc(c4ccc(c5c6nn([R1])nc6c(c6ccc(C)s6)c(F)c5F)s4)sc32)cc1Cl,J52-Cl,,{[R4]c1sc(c2c3cc([$])sc3c(c3sc([R4])c(Cl)c3)c3cc(c4ccc(c5c6nn([R1])nc6c(c6ccc([$])s6)c(F)c5F)s4)sc32)cc1Cl}
166,CC(CCCCCC)CCCCCCCCc1[se]c(c2c3cc(C)sc3c(c3[se]c(CC(CCCCCC)CCCCCCCC)cc3)c3cc(c4ccc(c5c6nn(CCCCCC)nc6c(c6ccc(C)s6)c(F)c5F)s4)sc32)cc1,[R1]c1[se]c(c2c3cc(C)sc3c(c3[se]c([R1])cc3)c3cc(c4ccc(c5c6nn([R14])nc6c(c6ccc(C)s6)c(F)c5F)s4)sc32)cc1,PBDT-Se-TAZ,,{[R1]c1[se]c(c2c3cc([$])sc3c(c3[se]c([R1])cc3)c3cc(c4ccc(c5c6nn([R14])nc6c(c6ccc([$])s6)c(F)c5F)s4)sc32)cc1}
167,Cc1sc2c(c3[se]c(SCC(CCCCCC)CCCCCCCC)cc3)c3cc(c4ccc(c5c6nn(CCCCCC)nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3[se]c(SCC(CCCCCC)CCCCCCCC)cc3)c2c1,Cc1sc2c(c3[se]c(S[R1])cc3)c3cc(c4ccc(c5c6nn([R14])nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3[se]c(S[R1])cc3)c2c1,PBDT-Se-TAZ,,{([$])c1sc2c(c3[se]c(S[R1])cc3)c3cc(c4ccc(c5c6nn([R14])nc6c(c6ccc([$])s6)c(F)c5F)s4)sc3c(c3[se]c(S[R1])cc3)c2c1}
168,Cc1sc2c(c3sc(CC(CC)CCCC)c(F)c3)c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c(CC(CC)CCCC)sc(CC(CC)CCCC)c5C6=O)=O)s4)sc3c(c3sc(CC(CC)CCCC)c(F)c3)c2c1,Cc1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5sc(c6ccc(C)s6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R4])c(F)c3)c2c1,PBDB-TF,,{([$])c1sc2c(c3sc([R4])c(F)c3)c3cc(c4ccc(c5sc(c6ccc([$])s6)c6c5C(c5c([R4])sc([R4])c5C6=O)=O)s4)sc3c(c3sc([R4])c(F)c3)c2c1}
169,Cc1sc2c(c3ccc(OCC(CC)CCCC)cc3)c3cc(c4ccc(c5c6nn(CC(CCCCCC)CCCCCCCC)nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3ccc(OCC(CC)CCCC)cc3)c2c1,Cc1sc2c(c3ccc(O[R4])cc3)c3cc(c4ccc(c5c6nn([R1])nc6c(c6ccc(C)s6)c(F)c5F)s4)sc3c(c3ccc(O[R4])cc3)c2c1,PBZ1,,{([$])c1sc2c(c3ccc(O[R4])cc3)c3cc(c4ccc(c5c6nn([R1])nc6c(c6ccc([$])s6)c(F)c5F)s4)sc3c(c3ccc(O[R4])cc3)c2c1}
