Name,R_grp_SMILES,SMILE,Comments (Stanley),Name_Aaron,Comments (Aaron),Comments (after matching),Important comments for Group Meeting,"40, 67, 97,208,225"
ITIC-OE,[R24]c1ccc(C2(c3ccc([R24])cc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R24])cc5)4c4ccc([R24])cc4)cc32)cc1,COCCOCc1ccc(C2(c3ccc(COCCOC)cc3)c3c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(COCCOC)cc5)4c4ccc(COCCOC)cc4)cc32)cc1,,ITIC-OE,,,,
ITIC-OM-1,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cccc(OC)c6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cccc(OC)c8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6cccc(OC)c6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cccc(OC)c8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,ITIC-OM-1,,,,
ITIC-OM-2,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6ccc(OC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6ccc(OC)cc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8ccc(OC)cc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,"same structure, different labels",ITIC-OM-2,,,,
ITIC-OM-3,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6cc(OC)ccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cc(OC)ccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6cc(OC)ccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8cc(OC)ccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,ITIC-OM-3,,,,
ITIC-OM-4,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6c(OC)cccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8c(OC)cccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc([R14])cc5)4c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6c(OC)cccc6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8c(OC)cccc8C\7=C(C#N)\C#N)=O)sc6c5C(c5ccc(CCCCCC)cc5)4c4ccc(CCCCCC)cc4)cc32)cc1,,ITIC-OM-4,,,,
ITCT-DM,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c4sc(/C=C5C(c6c(C)sc(C)c6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8c(C)sc(C)c8C\7=C(C#N)\C#N)=O)sc6c5C4(c4ccc([R14])cc4)c4ccc([R14])cc4)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c4sc(/C=C5C(c6c(C)sc(C)c6C\5=C(C#N)\C#N)=O)cc4sc3c3cc4c(c5sc6cc(/C=C7C(c8c(C)sc(C)c8C\7=C(C#N)\C#N)=O)sc6c5C4(c4ccc(CCCCCC)cc4)c4ccc(CCCCCC)cc4)cc32)cc1,,ITCT-DM,,,,
ITCPTC-Th,O=C(c1cscc1C/1=C(C#N)/C#N)C1=C/c1sc2c3c(c4cc5c(c6sc7cc(/C=C8C(c9cscc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc([R14])s5)c5sc([R14])cc5)cc4C3(c3ccc([R14])s3)c3sc([R14])cc3)sc2c1,O=C(c1cscc1C/1=C(C#N)/C#N)C1=C/c1sc2c3c(c4cc5c(c6sc7cc(/C=C8C(c9cscc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc(CCCCCC)s5)c5sc(CCCCCC)cc5)cc4C3(c3ccc(CCCCCC)s3)c3sc(CCCCCC)cc3)sc2c1,,ITCPTC-Th,,,,
IDNO-IDT,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4ccc5c(N(CC)C(C5=O)=O)c4)sc3c3cc(C4(c5ccc([R14])cc5)c5ccc([R14])cc5)c(c5c4cc(c4ccc6c(N(CC)C(C6=O)=O)c4)s5)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4ccc5c(N(CC)C(C5=O)=O)c4)sc3c3cc(C4(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)c(c5c4cc(c4ccc6c(N(CC)C(C6=O)=O)c4)s5)cc32)cc1,,IDNO-IDT,,,,
IM1-IDT,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4ccc5c(N(CC)C(/C5=C(C#N)/C#N)=O)c4)sc3c3cc(C4(c5ccc([R14])cc5)c5ccc([R14])cc5)c(c5c4cc(c4ccc6c(N(CC)C(/C6=C(C#N)/C#N)=O)c4)s5)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4ccc5c(N(CC)C(/C5=C(C#N)/C#N)=O)c4)sc3c3cc(C4(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)c(c5c4cc(c4ccc6c(N(CC)C(/C6=C(C#N)/C#N)=O)c4)s5)cc32)cc1,,IM1-IDT,,,,
ITAN-IDT,[R14]c1ccc(C2(c3ccc([R14])cc3)c3cc(c4ccc5c(N(CC)C(/C5=C(c5cccs5)/C#N)=O)c4)sc3c3cc(C4(c5ccc([R14])cc5)c5ccc([R14])cc5)c(c5c4cc(c4ccc6c(N(CC)C(/C6=C(c6cccs6)/C#N)=O)c4)s5)cc32)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc(c4ccc5c(N(CC)C(/C5=C(c5cccs5)/C#N)=O)c4)sc3c3cc(C4(c5ccc(CCCCCC)cc5)c5ccc(CCCCCC)cc5)c(c5c4cc(c4ccc6c(N(CC)C(/C6=C(c6cccs6)/C#N)=O)c4)s5)cc32)cc1,,ITAN-IDT,,,,
ITCPTC-Se,O=C(c1cscc1C/1=C(C#N)/C#N)C1=C/c1sc2c3c(c4cc5c(c6sc7cc(/C=C8C(c9cscc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc([R14])[se]5)c5[se]c([R14])cc5)cc4C3(c3ccc([R14])[se]3)c3[se]c([R14])cc3)sc2c1,O=C(c1cscc1C/1=C(C#N)/C#N)C1=C/c1sc2c3c(c4cc5c(c6sc7cc(/C=C8C(c9cscc9C\8=C(C#N)\C#N)=O)sc7c6C5(c5ccc(CCCCCC)[se]5)c5[se]c(CCCCCC)cc5)cc4C3(c3ccc(CCCCCC)[se]3)c3[se]c(CCCCCC)cc3)sc2c1,,ITCPTC-Se,,,,
IFTIC,O=C1c2c(C(/C1=C/c1ccc(c3cc(C([R2])([R2])c4c5cc(C([R2])(c6cc(c7ccc(/C=C8/C(c9c(C8=O)cccc9)=C(C#N)/C#N)s7)ccc66)[R2])c6c4)c5cc3)s1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1ccc(c3cc(C(CCCCCCCC)(CCCCCCCC)c4c5cc(C(CCCCCCCC)(c6cc(c7ccc(/C=C8/C(c9c(C8=O)cccc9)=C(C#N)/C#N)s7)ccc66)CCCCCCCC)c6c4)c5cc3)s1)=C(C#N)\C#N)cccc2,,IFTIC,,,,
IDT-2BM,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc(c7ccc(/C=C(C#N)/C#N)c8c7nsn8)cc6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc(c2ccc(/C=C(C#N)/C#N)c4c2nsn4)c3)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(c4cc5c(c6sc(c7ccc(/C=C(C#N)/C#N)c8c7nsn8)cc6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc(c2ccc(/C=C(C#N)/C#N)c4c2nsn4)c3)cc1,,IDT-2BM,,,,
IDTT-2BM,[R14]c1ccc(C2(c3ccc([R14])cc3)c3c(c4cc5c(c6sc7cc(c8c9nsnc9c(/C=C(C#N)\C#N)cc8)sc7c6C(c6ccc([R14])cc6)5c5ccc([R14])cc5)cc42)sc2cc(c4c5nsnc5c(/C=C(C#N)\C#N)cc4)sc23)cc1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(c4cc5c(c6sc7cc(c8c9nsnc9c(/C=C(C#N)\C#N)cc8)sc7c6C(c6ccc(CCCCCC)cc6)5c5ccc(CCCCCC)cc5)cc42)sc2cc(c4c5nsnc5c(/C=C(C#N)\C#N)cc4)sc23)cc1,,IDTT-2BM,,,,
IDT-T incorrect,O=C1c2c(C(/C1=C/c1ccc(c3cc(C(c4ccc([R14])cc4)(c4ccc([R14])cc4)c4c5cc(C(c6ccc([R14])cc6)(c6cc(c7ccc(/C=C8/C(c9c(C8=O)cccc9)=C(C#N)/C#N)s7)ccc66)c7ccc([R14])cc7)c6c4)c5cc3)s1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1ccc(c3cc(C(c4ccc(CCCCCC)cc4)(c4ccc(CCCCCC)cc4)c4c5cc(C(c6ccc(CCCCCC)cc6)(c6cc(c7ccc(/C=C8/C(c9c(C8=O)cccc9)=C(C#N)/C#N)s7)ccc66)c7ccc(CCCCCC)cc7)c6c4)c5cc3)s1)=C(C#N)\C#N)cccc2,wrong structure,IDT-T,,,,
IDT-Tz,O=C1c2c(C(/C1=C/c1cnc(c3cc(C(c4ccc([R14])cc4)(c4ccc([R14])cc4)c4c5cc(C(c6ccc([R14])cc6)(c6cc(c7ncc(/C=C8/C(c9c(C8=O)cccc9)=C(C#N)/C#N)s7)ccc66)c7ccc([R14])cc7)c6c4)c5cc3)s1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1cnc(c3cc(C(c4ccc(CCCCCC)cc4)(c4ccc(CCCCCC)cc4)c4c5cc(C(c6ccc(CCCCCC)cc6)(c6cc(c7ncc(/C=C8/C(c9c(C8=O)cccc9)=C(C#N)/C#N)s7)ccc66)c7ccc(CCCCCC)cc7)c6c4)c5cc3)s1)=C(C#N)\C#N)cccc2,,IDT-Tz,,,,
IDT-N,O=C1c2c(C(/C1=C/c1cc(C(c3ccc([R14])cc3)(c3ccc([R14])cc3)c3c4cc(C(c5ccc([R14])cc5)5c6ccc([R14])cc6)c(c6c5cc(/C=C5/C(c7c(C5=O)cc5ccccc5c7)=C(C#N)/C#N)s6)c3)c4s1)=C(C#N)\C#N)cc1ccccc1c2,O=C1c2c(C(/C1=C/c1cc(C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c4cc(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)c(c6c5cc(/C=C5/C(c7c(C5=O)cc5ccccc5c7)=C(C#N)/C#N)s6)c3)c4s1)=C(C#N)\C#N)cc1ccccc1c2,,IDT-N,,,,
IDT-T-N,O=C(c1cc2c(cccc2)cc1C/1=C(C#N)/C#N)C1=C/c1sc(c2cc(C(c3ccc([R14])cc3)(c3ccc([R14])cc3)c3c4cc(C(c5ccc([R14])cc5)5c6ccc([R14])cc6)c(c6c5cc(c5c([R4])cc(/C=C7C(c8cc9c(cccc9)cc8C\7=C(C#N)\C#N)=O)s5)s6)c3)c4s2)c([R4])c1,O=C(c1cc2c(cccc2)cc1C/1=C(C#N)/C#N)C1=C/c1sc(c2cc(C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c4cc(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)c(c6c5cc(c5c(CC(CC)CCCC)cc(/C=C7C(c8cc9c(cccc9)cc8C\7=C(C#N)\C#N)=O)s5)s6)c3)c4s2)c(CC(CC)CCCC)c1,,IDT-T-N,,,,
IDT-EDOT,O=C1c2c(C(/C1=C/c1c(OCCO3)c3c(c3cc(C(c4ccc([R14])cc4)(c4c5cc(C(c6ccc([R14])cc6)6c7ccc([R14])cc7)c(c7c6cc(c6sc(/C=C8/C(c9c(C8=O)cc(F)c(F)c9)=C(C#N)/C#N)c8c6OCCO8)s7)c4)c4ccc([R14])cc4)c5s3)s1)=C(C#N)\C#N)cc(F)c(F)c2,O=C1c2c(C(/C1=C/c1c(OCCO3)c3c(c3cc(C(c4ccc(CCCCCC)cc4)(c4c5cc(C(c6ccc(CCCCCC)cc6)6c7ccc(CCCCCC)cc7)c(c7c6cc(c6sc(/C=C8/C(c9c(C8=O)cc(F)c(F)c9)=C(C#N)/C#N)c8c6OCCO8)s7)c4)c4ccc(CCCCCC)cc4)c5s3)s1)=C(C#N)\C#N)cc(F)c(F)c2,,IDT-EDOT,,,,
IDT-PDOT,O=C1c2c(C(/C1=C/c1c(OCCCO3)c3c(c3cc(C(c4ccc([R14])cc4)(c4c5cc(C(c6ccc([R14])cc6)6c7ccc([R14])cc7)c(c7c6cc(c6sc(/C=C8/C(c9c(C8=O)cc(F)c(F)c9)=C(C#N)/C#N)c8c6OCCCO8)s7)c4)c4ccc([R14])cc4)c5s3)s1)=C(C#N)\C#N)cc(F)c(F)c2,O=C1c2c(C(/C1=C/c1c(OCCCO3)c3c(c3cc(C(c4ccc(CCCCCC)cc4)(c4c5cc(C(c6ccc(CCCCCC)cc6)6c7ccc(CCCCCC)cc7)c(c7c6cc(c6sc(/C=C8/C(c9c(C8=O)cc(F)c(F)c9)=C(C#N)/C#N)c8c6OCCCO8)s7)c4)c4ccc(CCCCCC)cc4)c5s3)s1)=C(C#N)\C#N)cc(F)c(F)c2,,IDT-PDOT,,,,
IDT-C6,O=C1c2c(C(/C1=C/c1cc(C([R14])([R14])c3c4cc(C([R14])5[R14])c(c6c5cc(/C=C5/C(c7c(C5=O)ccc(C)c7)=C(C#N)/C#N)s6)c3)c4s1)=C(C#N)\C#N)cc(C)cc2,O=C1c2c(C(/C1=C/c1cc(C(CCCCCC)(CCCCCC)c3c4cc(C(CCCCCC)5CCCCCC)c(c6c5cc(/C=C5/C(c7c(C5=O)ccc(C)c7)=C(C#N)/C#N)s6)c3)c4s1)=C(C#N)\C#N)cc(C)cc2,,IDT-C6,,,,
IDT-PhC6,O=C1c2c(C(/C1=C/c1cc(C(c3ccc([R14])cc3)(c3ccc([R14])cc3)c3c4cc(C(c5ccc([R14])cc5)5c6ccc([R14])cc6)c(c6c5cc(/C=C5/C(c7c(C5=O)ccc(C)c7)=C(C#N)/C#N)s6)c3)c4s1)=C(C#N)\C#N)cc(C)cc2,O=C1c2c(C(/C1=C/c1cc(C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c4cc(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)c(c6c5cc(/C=C5/C(c7c(C5=O)ccc(C)c7)=C(C#N)/C#N)s6)c3)c4s1)=C(C#N)\C#N)cc(C)cc2,,IDT-PhC6,,,,
IDCIC,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1sc2c3c(c4sc5c6cc([R14])c(c7c(c8sc9cc(/C=C%10C(c%11cc(F)c(F)cc%11C\%10=C(C#N)\C#N)=O)sc9c8C7(c7ccc([R14])cc7)c7ccc([R14])cc7)s7)c7c6cc([R14])c5c4C3(c3ccc([R14])cc3)c3ccc([R14])cc3)sc2c1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1sc2c3c(c4sc5c6cc(CCCCCC)c(c7c(c8sc9cc(/C=C%10C(c%11cc(F)c(F)cc%11C\%10=C(C#N)\C#N)=O)sc9c8C7(c7ccc(CCCCCC)cc7)c7ccc(CCCCCC)cc7)s7)c7c6cc(CCCCCC)c5c4C3(c3ccc(CCCCCC)cc3)c3ccc(CCCCCC)cc3)sc2c1,,IDCIC,,,,
FDNCTF,O=C1c2c(C(/C1=C/c1cc(C([R2])([R2])c3c4cc(C([R2])([R2])c5cc6c(C([R2])([R2])c7cc(/C=C8C(c9cc%10c(cccc%10)cc9C\8=C(C#N)\C#N)=O)sc67)cc55)c5c3)c4s1)=C(C#N)\C#N)cc1ccccc1c2,O=C1c2c(C(/C1=C/c1cc(C(CCCCCCCC)(CCCCCCCC)c3c4cc(C(CCCCCCCC)(CCCCCCCC)c5cc6c(C(CCCCCCCC)(CCCCCCCC)c7cc(/C=C8C(c9cc%10c(cccc%10)cc9C\8=C(C#N)\C#N)=O)sc67)cc55)c5c3)c4s1)=C(C#N)\C#N)cc1ccccc1c2,,FDNCTF,,,,
DTNR,O=C(N(CC)C(S/1)=S)C1=C\c1c2nsnc2c(c2sc(c3c4ccc5c(c6sc(c7c8nsnc8c(/C=C8C(N(CC)C(S/8)=S)=O)cc7)cc6C5([R4])[R4])c4ccc3C3([R4])[R4])c3c2)cc1,O=C(N(CC)C(S/1)=S)C1=C\c1c2nsnc2c(c2sc(c3c4ccc5c(c6sc(c7c8nsnc8c(/C=C8C(N(CC)C(S/8)=S)=O)cc7)cc6C5(CC(CC)CCCC)CC(CC)CCCC)c4ccc3C3(CC(CC)CCCC)CC(CC)CCCC)c3c2)cc1,,DTNR,,,,
DTNIC6,[R14]C1([R14])c2ccc3c(c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4C4([R14])[R14])c4ccc3c2c2sc(/C=C3C(c4ccccc4C\3=C(C#N)\C#N)=O)cc21,CCCCCCC1(CCCCCC)c2ccc3c(c4sc(/C=C5C(c6ccccc6C\5=C(C#N)\C#N)=O)cc4C4(CCCCCC)CCCCCC)c4ccc3c2c2sc(/C=C3C(c4ccccc4C\3=C(C#N)\C#N)=O)cc21,,DTNIC6,,,,
DTCC-IC,O=C1C2=CC=CC=C2C(/C1=C/C3=CC(C(C4=C5)(C6=CC=C(O[R2])C=C6)C7=CC=C(O[R2])C=C7)=C(S3)C4=CC8=C5C9=CC(C(C%10=CC=C(O[R2])C=C%10)(C%11=C%12SC(/C=C%13C(C%14=C(C\%13=C(C#N)/C#N)C=CC=C%14)=O)=C%11)C%15=CC=C(O[R2])C=C%15)=C%12C=C9N8[R2])=C(C#N)/C#N,O=C1c2c(C(/C1=C/c1cc(C(c3ccc(OCCCCCCCC)cc3)(c3c4cc5n(CCCCCCCC)c6cc7c(C(c8ccc(OCCCCCCCC)cc8)(c8ccc(OCCCCCCCC)cc8)c8cc(/C=C9C(c%10cc(F)c(F)cc%10C\9=C(C#N)\C#N)=O)sc78)cc6c5c3)c3ccc(OCCCCCCCC)cc3)c4s1)=C(C#N)\C#N)cc(F)c(F)c2,,DTCC-IC,,,,
DNIT-TT2T,[R14]c1sc(c2c(c3sc(c4ccc5c6c(C(N([R4])C5=O)=O)cccc46)cc3)sc3c(c4sc([R14])cc4)c(c4sc(c5ccc6c7c(C(N([R4])C6=O)=O)cccc57)cc4)sc23)cc1,CCCCCCc1sc(c2c(c3sc(c4ccc5c6c(C(N(CC(CC)CCCC)C5=O)=O)cccc46)cc3)sc3c(c4sc(CCCCCC)cc4)c(c4sc(c5ccc6c7c(C(N(CC(CC)CCCC)C6=O)=O)cccc57)cc4)sc23)cc1,,DNIT-TT2T,,,,
PY-1,[R21]n1c2cc(c3c([R14])cc(c4c([R14])cc(/C=C5C(N(C(C(C\5C)C#N)=O)CCCC)=O)s4)s3)sc2c2sc(c3sc(c4sc(/C=C5C(C)C(C#N)C(N(CCCC)C/5=O)=O)cc4[R14])cc3[R14])cc21,C(CCCCCCCCC)CCCCCCCn1c2cc(c3c(CCCCCC)cc(c4c(CCCCCC)cc(/C=C5C(N(C(C(C\5C)C#N)=O)CCCC)=O)s4)s3)sc2c2sc(c3sc(c4sc(/C=C5C(C)C(C#N)C(N(CCCC)C/5=O)=O)cc4CCCCCC)cc3CCCCCC)cc21,,PY-1,Capital Y different from lower case y,,,
DCI-2,[R21]n1c(cc(c2c([R14])cc(c(sc(/C=C3C(c4ccccc4C\3=C(C#N)\C#N)=O)c3)c3[R14])s2)s2)c2c2sc(c3sc(c4sc(/C=C5/C(c6c(C5=O)cccc6)=C(C#N)\C#N)cc4[R14])cc3[R14])cc21,C(CCCCCCCCC)CCCCCCCn1c(cc(c2c(CCCCCC)cc(c(sc(/C=C3C(c4ccccc4C\3=C(C#N)\C#N)=O)c3)c3CCCCCC)s2)s2)c2c2sc(c3sc(c4sc(/C=C5/C(c6c(C5=O)cccc6)=C(C#N)\C#N)cc4CCCCCC)cc3CCCCCC)cc21,,DCI-2,,,,
DC-IDT2F,O=C1C2=CC=CC=C2C(/C1=C/C3=CC=C(O3)C(S4)=CC(C(C5=CC=C([R14])C=C5)(C6=C7)C8=CC=C([R14])C=C8)=C4C6=CC9=C7C%10=C(C=C(S%10)C%11=CC=C(O%11)/C=C%12/C(C%13=CC=CC=C%13C%12=O)=C(C#N)/C#N)C9(C%14=CC=C([R14])C=C%14)C%15=CC=C([R14])C=C%15)=C(C#N)/C#N,O=C1c2c(C(/C1=C/c1ccc(c3cc(C(c4ccc(CCCCCC)cc4)(c4ccc(CCCCCC)cc4)c4c5cc(C(c6ccc(CCCCCC)cc6)(c6cc(c7ccc(/C=C8/C(c9c(C8=O)cccc9)=C(C#N)/C#N)o7)ccc66)c7ccc(CCCCCC)cc7)c6c4)c5cc3)o1)=C(C#N)\C#N)cccc2,,DC-IDT2F,,,,
IM-IDT,[R14]c1ccc(C(c2c3sc(c4ccc5c(N([R4])C(/C5=C(C#N)/C#N)=O)c4)c2)(c2c3cc(C(c3ccc([R14])cc3)3c4ccc([R14])cc4)c(c4c3cc(c3ccc5c(N([R4])C(/C5=C(C#N)/C#N)=O)c3)s4)c2)c2ccc([R14])cc2)cc1,CCCCCCc1ccc(C(c2c3sc(c4ccc5c(N(CC(CC)CCCC)C(/C5=C(C#N)/C#N)=O)c4)c2)(c2c3cc(C(c3ccc(CCCCCC)cc3)3c4ccc(CCCCCC)cc4)c(c4c3cc(c3ccc5c(N(CC(CC)CCCC)C(/C5=C(C#N)/C#N)=O)c3)s4)c2)c2ccc(CCCCCC)cc2)cc1,,IM-IDT,,,,
TIM-IDT,[R14]c1ccc(C(c2c3sc(c4sc5c(N([R4])C(/C5=C(C#N)/C#N)=O)c4)c2)(c2c3cc(C(c3ccc([R14])cc3)3c4ccc([R14])cc4)c(c4c3cc(c3sc5c(N([R4])C(/C5=C(C#N)/C#N)=O)c3)s4)c2)c2ccc([R14])cc2)cc1,CCCCCCc1ccc(C(c2c3sc(c4sc5c(N(CC(CC)CCCC)C(/C5=C(C#N)/C#N)=O)c4)c2)(c2c3cc(C(c3ccc(CCCCCC)cc3)3c4ccc(CCCCCC)cc4)c(c4c3cc(c3sc5c(N(CC(CC)CCCC)C(/C5=C(C#N)/C#N)=O)c3)s4)c2)c2ccc(CCCCCC)cc2)cc1,,TIM-IDT,,,,
COTIC-4F,O=C(C/1=C\C2=CC(O[R4])=C(C3=CC4=C(S3)C5=C(C4([R4])[R4])C=C(C6=C(C=C(S6)/C=C7/C(C8=CC(F)=C(F)C=C8C7=O)=C(C#N)/C#N)O[R4])S5)S2)C9=C(C1=C(C#N)/C#N)C=C(F)C(F)=C9,O=C(c1ccccc1C/1=C(C#N)/C#N)C1=C/c1sc(c2cc3c(c4sc(c5c(OCC(CC)CCCC)cc(/C=C6/C(c7c(C6=O)cccc7)=C(C#N)/C#N)s5)cc4C3(CC(CC)CCCC)CC(CC)CCCC)s2)c(OCC(CC)CCCC)c1,,COTIC-4F,,,,
SiOTIC-4F,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1sc(c2cc3c(c4sc(c5c(O[R4])cc(/C=C6/C(c7c(C6=O)cc(F)c(F)c7)=C(C#N)/C#N)s5)cc4[Si]3([R4])[R4])s2)c(O[R4])c1,O=C(c1cc(F)c(F)cc1C/1=C(C#N)/C#N)C1=C/c1sc(c2cc3c(c4sc(c5c(OCC(CC)CCCC)cc(/C=C6/C(c7c(C6=O)cc(F)c(F)c7)=C(C#N)/C#N)s5)cc4[Si]3(CC(CC)CCCC)CC(CC)CCCC)s2)c(OCC(CC)CCCC)c1,,SiOTIC-4F,,,,
,O=C1c2c(C(/C1=C/c1sc3c(C(c4ccc([R14])cc4)(c4ccc([R14])cc4)c4c3cc(C(c3ccc([R14])cc3)3c5ccc([R14])cc5)c(c5c3cc(/C=C3/C(c6c(C3=O)cccc6)=C(C#N)/C#N)s5)c4)c1)=C(C#N)\C#N)cccc2,O=C1c2c(C(/C1=C/c1sc3c(C(c4ccc(CCCCCC)cc4)(c4ccc(CCCCCC)cc4)c4c3cc(C(c3ccc(CCCCCC)cc3)3c5ccc(CCCCCC)cc5)c(c5c3cc(/C=C3/C(c6c(C3=O)cccc6)=C(C#N)/C#N)s5)c4)c1)=C(C#N)\C#N)cccc2,,IDT-IC,"Triplicate on here, duplicate on PDF",,,
IDIC-4F,O=C1c2c(C(/C1=C/c1cc(C(c3ccc([R14])cc3)(c3ccc([R14])cc3)c3c4cc(C(c5ccc([R14])cc5)5c6ccc([R14])cc6)c(c6c5cc(/C=C5/C(c7c(C5=O)cc(F)c(F)c7)=C(C#N)/C#N)s6)c3)c4s1)=C(C#N)\C#N)cc(F)c(F)c2,O=C1c2c(C(/C1=C/c1cc(C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c4cc(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)c(c6c5cc(/C=C5/C(c7c(C5=O)cc(F)c(F)c7)=C(C#N)/C#N)s6)c3)c4s1)=C(C#N)\C#N)cc(F)c(F)c2,,IDIC-4F,,,,
IDIC-4Cl,O=C1c2c(C(/C1=C/c1cc(C(c3ccc([R14])cc3)(c3ccc([R14])cc3)c3c4cc(C(c5ccc([R14])cc5)5c6ccc([R14])cc6)c(c6c5cc(/C=C5/C(c7c(C5=O)cc(Cl)c(Cl)c7)=C(C#N)/C#N)s6)c3)c4s1)=C(C#N)\C#N)cc(Cl)c(Cl)c2,O=C1c2c(C(/C1=C/c1cc(C(c3ccc(CCCCCC)cc3)(c3ccc(CCCCCC)cc3)c3c4cc(C(c5ccc(CCCCCC)cc5)5c6ccc(CCCCCC)cc6)c(c6c5cc(/C=C5/C(c7c(C5=O)cc(Cl)c(Cl)c7)=C(C#N)/C#N)s6)c3)c4s1)=C(C#N)\C#N)cc(Cl)c(Cl)c2,,IDIC-4Cl,,,,
